"","x"
"712",1234.72816337231
"713",1234.76419730561
"714",1234.20458672242
"715",1234.55725616387
"716",1234.9013492013
"717",1234.70736350241
"718",1234.95456447343
"719",1234.67682209745
"720",1233.70064238561
"721",1234.10323492645
"722",1234.12732820477
"723",1234.40121489778
"724",1234.39295205417
"725",1233.76875849095
"726",1234.13768429281
"727",1234.63607651451
"728",1234.51223880633
"729",1234.71742843811
"730",1234.38029270508
"731",1233.85254394972
"732",1234.18979185177
"733",1233.83288784963
"734",1234.24216672081
"735",1234.18030580473
"736",1233.48283050495
"737",1233.86540636968
"738",1234.51618790384
"739",1234.45580549867
"740",1234.61083817959
"741",1234.20672291472
"742",1234.1234285876
"743",1234.3966828827
"744",1234.09704432227
"745",1234.45644493791
"746",1234.32617354733
"747",1233.5392546998
"748",1233.92585518354
"749",1234.72032553153
"750",1234.70995863317
"751",1234.80025115789
"752",1234.31527329475
"753",1234.66665957215
"754",1234.87158924162
"755",1234.61741659753
"756",1234.91428695781
"757",1234.70375795875
"758",1233.81583883899
"759",1234.20148727568
"760",1234.60092707183
"761",1234.72816337231
"762",1234.76419730561
"763",1234.20458672242
"764",1234.55725616387
"765",1234.9013492013
"766",1234.70736350241
"767",1234.95456447343
"768",1234.67682209745
"769",1233.70064238561
"770",1234.10323492645
"771",1234.12732820477
"772",1234.40121489778
"773",1234.39295205417
"774",1233.76875849095
"775",1234.13768429281
"776",1234.63607651451
"777",1234.51223880633
"778",1234.71742843811
"779",1234.38029270508
"780",1233.85254394972
"781",1234.18979185177
"782",1233.83288784963
"783",1234.24216672081
"784",1234.18030580473
"785",1233.48283050495
"786",1233.86540636968
"787",1234.51618790384
"788",1234.45580549867
"789",1234.61083817959
"790",1234.20672291472
"791",1234.1234285876
"792",1234.3966828827
"793",1234.09704432227
"794",1234.45644493791
"795",1234.32617354733
"796",1233.5392546998
"797",1233.92585518354
"798",1234.72032553153
"799",1234.70995863317
"800",1234.80025115789
"801",1234.31527329475
"802",1234.66665957215
"803",1234.87158924162
"804",1234.61741659753
"805",1234.91428695781
"806",1234.70375795875
"807",1233.81583883899
"808",1234.20148727568
"809",1234.60092707183
"810",1234.72816337231
"811",1234.76419730561
"812",1234.20458672242
"813",1234.55725616387
"814",1234.9013492013
